STT;Dia;GDCD;Hoa;Li;Ma_mon_ngoai_ngu;Ngoai_ngu;Sinh;Su;Toan;Van;sbd;diem to hop;Diem trung binh;Diem xet tot nghiep;Dieu kien tot nghiep
2470;6.75;7.5;;;N1;3.4;;5;5.8;4.75;51002479;6.4;8.9;6.8;Dat
2471;5;6.75;;;N1;2.2;;4.5;4.6;3;51002486;5.4;6.2;5.1;Dat
2472;;;5.75;6.75;N1;3.8;6.25;;6.6;6;51002481;6.3;9.3;7.4;Dat
2473;6;7.5;;;N1;3.8;;4;6;6.25;51002483;5.8;9.6;7.3;Dat
2474;;;4.5;5.5;N1;3.6;4.5;;6.6;6.17;51002487;4.8;6.1;6.1;Dat
2475;7;8.5;;;N1;6.6;;4.75;6.6;7.25;51002491;6.8;7.1;7.5;Dat
2476;;;5.5;6.75;N1;6;6.25;;7.6;5.75;51002497;6.2;9;7.8;Dat
2477;;;5;7.25;N1;5.6;6;;7.4;6.75;51002488;6.1;8.9;7.8;Dat
2478;8.5;8.75;;;N1;4.6;;7.5;6.6;6.5;51002493;8.3;9.7;8.1;Dat
2479;;;6.25;7.25;N1;5;4.5;;7.4;7;51002485;6;6.9;7.1;Dat
2480;6.75;8;;;N1;3.4;;4;6.6;5.75;51002495;6.3;8.2;6.9;Dat
2481;5.5;7.25;;;N1;4.4;;4.25;5.2;6;51002492;5.7;8.2;6.8;Dat
2482;6.5;9;;;N1;4.2;;7.5;5;7;51002494;7.7;9.5;7.6;Dat
2483;7.75;8.25;;;N1;4.4;;7;7.6;6.25;51002496;7.7;9.3;7.9;Dat
2484;9;8.75;;;N1;6.4;;8.5;6.8;8.25;51002502;8.8;8.5;8.4;Dat
2485;6.75;7;;;N1;4;;3.75;5.2;5.75;51002500;5.8;6.6;6.2;Dat
2486;6.5;8.5;;;N1;4.4;;3.5;6.8;6.5;51002490;6.2;7.5;7;Dat
2487;;;5;7.25;N1;5.6;5.5;;7.2;6.67;51002508;5.9;6.1;6.9;Dat
2488;;;4.75;5.25;N1;6.4;5.5;;7.2;6;51002506;5.2;9.5;7.8;Dat
2489;7.5;8.25;;;N1;4.8;;6;6.6;7.5;51002498;7.3;7.2;7.3;Dat
2490;6.25;7.75;;;N1;3.2;;6.25;5.4;6;51002507;6.8;9.7;7.3;Dat
2491;6.75;9.25;;;N1;5.6;;6.5;6.2;7.5;51002499;7.5;7.9;7.7;Dat
2492;6.75;8.5;;;N1;2.6;;2.75;5.6;6.5;51002504;6;8.5;6.8;Dat
2493;6;7.25;;;N1;3.8;;5.5;4.2;6;51002503;6.3;6.4;6.1;Dat
2494;6.75;8.5;;;N1;6.2;;6;6.4;7.25;51002501;7.1;7.9;7.7;Dat
2495;;;3.5;7.75;N1;5.8;4.5;;7.4;8;51002505;5.3;6.5;7.2;Dat
2496;6;6.75;;;N1;3.2;;3;4.8;7;51002512;5.3;7.1;6.3;Dat
2497;5;7.25;;;N1;3;;5;6.4;6.17;51002509;5.8;9.2;7.1;Dat
2498;;;7;7.75;N1;4.6;5.5;;8;7.25;51002513;6.8;8.9;7.9;Dat
2499;5.75;8.25;;;N1;3.2;;4.25;4.6;6;51002514;6.1;8.6;6.7;Dat
2500;;;3.75;5;N1;4.6;3.75;;5;6.17;51002511;4.2;8.4;6.6;Dat
2501;;;4.75;5.5;N1;2.8;4.25;;6.2;6.5;51002515;4.8;9;6.9;Dat
2502;;;6.5;5.75;N1;4;5.75;;6.6;6.75;51002510;6;9.1;7.4;Dat
2503;;;5.5;4.5;N1;3.4;3.75;;7.2;5.75;51002516;4.6;7.5;6.5;Dat
2504;;;6;6.5;N1;5.8;5.5;;6.8;7.5;51002523;6;8.7;7.8;Dat
2505;;;3.5;5.75;N1;4;5.75;;6.2;7.25;51002518;5;8.8;7.2;Dat
2506;;;5;6.75;N1;3.4;6.25;;7.4;7;51002517;6;8.4;7.3;Dat
2507;7.5;9;;;N1;5.2;;8;7.8;8.75;51002528;8.2;9.5;8.7;Dat
2508;6.75;7.5;;;N1;3.4;;5.25;8;6.75;51002524;6.5;6.9;7;Dat
2509;;;5.75;5.5;N1;6;4.75;;4.8;7.5;51002520;5.3;7.7;7;Dat
2510;8.75;7.75;;;N1;3.4;;6.75;6;5.75;51002519;7.8;10;7.6;Dat
2511;;;3.75;4.5;N1;3.6;4.5;;6;5.25;51002521;4.3;8.1;6.4;Dat
2512;8;9;;;N1;5;;6.25;6.8;7.5;51002522;7.8;6.9;7.4;Dat
2513;;;2.75;5.5;N1;5.6;4.75;;7.6;7;51002525;4.3;7;7;Dat
2514;6.75;7.5;;;N1;4.2;;2.5;5.2;4.5;51002533;5.6;6.1;5.8;Dat
2515;6;8.5;;;N1;4.2;;4;6.6;7;51002529;6.2;6.5;6.8;Dat
2516;7.25;9;;;N1;4.6;;7.25;7.4;6.25;51002526;7.8;7.4;7.4;Dat
2517;6.75;7;;;N1;3;;4;4.2;6.75;51002538;5.9;9.7;7;Dat
2518;6.5;9;;;N1;4.2;;5.5;6;6;51002527;7;8;7.1;Dat
2519;;;5.75;3.75;N1;3.8;4.75;;6.4;6;51002530;4.8;7.8;6.6;Dat
2520;;;6.5;5;N1;5.8;6;;7.2;6;51002539;5.8;9.3;7.7;Dat
2521;7.25;8.5;;;N1;7.2;;6.25;7;6.75;51002532;7.3;8.2;8;Dat
2522;5.75;8.5;;;N1;4.2;;3.25;6.4;7.5;51002531;5.8;8.4;7.3;Dat
2523;8.25;9.5;;;N1;5.8;;8;6.8;6.5;51002535;8.6;7.4;7.7;Dat
2524;;;4.5;6.5;N1;3.6;6.25;;6.2;7;51002537;5.8;7.7;6.9;Dat
2525;;;3.25;4.75;N1;3.4;4;;7;5;51002536;4;7.6;6.3;Dat
2526;7.75;9.5;;;N1;2.6;;5.75;5.8;6.75;51002542;7.7;9.3;7.4;Dat
2527;7;8.5;;;N1;6.2;;4.5;3.4;7.25;51002540;6.7;8.3;7.2;Dat
2528;6;8.25;;;N1;3;;2.75;6.6;6.25;51002541;5.7;9.4;7.2;Dat
2529;6.5;7.75;;;N1;3.4;;4.25;5.2;4.25;51002534;6.2;6.4;5.9;Dat
2530;8.25;9.25;;;N1;5.4;;7.75;5.2;7.75;51002546;8.4;9.3;8.1;Dat
2531;5.25;6.75;;;N1;3.6;;3.75;5.2;7.25;51002543;5.3;7.6;6.6;Dat
2532;;;5;4.5;N1;6;3.75;;6.6;7;51002547;4.4;7.3;7;Dat
2533;6.25;8.5;;;N1;4.8;;5.25;6.4;7;51002544;6.7;8.4;7.5;Dat
2534;7.5;9;;;N1;4.2;;5.25;6.6;7.5;51002545;7.3;7.7;7.4;Dat
2535;;;5.5;6.5;N1;4;4.25;;7.6;5;51002548;5.4;7.4;6.7;Dat
2536;;;3.75;5.25;N1;4.2;4.5;;6.4;6.08;51002551;4.5;6.3;6.2;Dat
2537;7.5;9.25;;;N1;7;;8.25;8.2;7.5;51002549;8.3;6.2;7.9;Dat
2538;8.5;8.75;;;N1;7;;8;8;8.75;51002554;8.4;9.4;9;Dat
2539;6;8.25;;;N1;4.8;;4.5;7;6;51002553;6.3;6.7;6.8;Dat
2540;6.5;7.75;;;N1;3.6;;2.75;5.6;5.75;51002557;5.7;9.4;7;Dat
2541;6.75;8.25;;;N1;5.6;;5.75;4.2;6.25;51002555;6.9;9.5;7.5;Dat
2542;8.5;8.75;;;N1;5;;7.25;6.6;7.75;51002552;8.2;7.8;7.8;Dat
2543;7.25;9.25;;;N1;5.8;;5;6.2;7;51002550;7.2;9.7;8.1;Dat
2544;8.25;7.75;;;N1;5.6;;5.25;6;6.75;51002556;7.1;9.5;7.9;Dat
2545;6.25;7.75;;;N1;4.2;;5.25;4.8;6;51002564;6.4;8.7;7;Dat
2546;5.25;7.5;;;N1;3.6;;3.75;4;4;51002562;5.5;9.4;6.4;Dat
2547;;;4.75;6.75;N1;3.8;5.25;;6.8;6.5;51002565;5.6;9.7;7.5;Dat
2548;6.75;8.25;;;N1;7.6;;4.5;3.8;6.25;51002559;6.5;9.8;7.8;Dat
2549;7.75;8.25;;;N1;5;;6.25;5.4;7.25;51002560;7.4;6.1;6.8;Dat
2550;6;6.75;;;N1;2.4;;4.25;5.6;5.5;51002558;5.7;8.7;6.6;Dat
2551;;;4.75;5;N1;5;6.25;;7.2;7.5;51002561;5.3;7.2;7.1;Dat
2552;6.75;8.25;;;N1;3;;4.25;6;5.75;51002563;6.4;8.3;6.8;Dat
2553;7;8.5;;;N1;8;;5.75;5.2;7.5;51002570;7.1;7.4;7.7;Dat
2554;6.75;6.25;;;N1;2.6;;5;4.8;5.83;51002575;6;7.1;6.1;Dat
2555;;;6.25;5.5;N1;4.8;4.5;;7.8;3.75;51002566;5.4;7;6.5;Dat
2556;;;6.5;6;N1;4.6;5.5;;6.4;6;51002567;6;8.8;7.3;Dat
2557;5.75;6.5;;;N1;3.6;;3.75;6;6;51002574;5.3;6.5;6.2;Dat
2558;7.25;7.75;;;N1;3.8;;4.75;5.8;6.5;51002569;6.6;9.4;7.4;Dat
2559;7;8.5;;;N1;4.8;;7.25;7;7.5;51002568;7.6;6.4;7.2;Dat
2560;6.25;8;;;N1;6.6;;2;5.6;6.5;51002573;5.4;9.1;7.5;Dat
2561;7.5;8.5;;;N1;7;;8.75;7.4;8.75;51002572;8.3;8;8.5;Dat
2562;6.75;7.25;;;N1;5.2;;5.5;5.8;8;51002571;6.5;8.9;7.7;Dat
2563;4.25;7.75;;;N1;3.4;;5;6;6.75;51002576;5.7;7.7;6.7;Dat
2564;6;8.5;;;N1;6;;5.25;4.6;7.5;51002577;6.6;7;7;Dat
2565;6.5;8;;;N1;4.2;;4.5;6.6;6.5;51002578;6.3;8;7.1;Dat
2566;6.75;6.5;;;N1;2.6;;4;5.6;5.5;51002579;5.8;9;6.7;Dat
2567;8;8.75;;;N1;5.6;;5.25;7.4;7.25;51002581;7.3;6.8;7.5;Dat
2568;6.5;8.5;;;N1;4;;4;5.8;6.5;51002583;6.3;6.7;6.6;Dat
2569;4.5;8.5;;;N1;3;;3.25;6;6.5;51002585;5.4;7.9;6.6;Dat
2570;;;5;6;N1;3.6;5.75;;6.2;6.25;51002584;5.6;6.6;6.4;Dat
2571;4.75;6.5;;;N1;3.4;;2.5;3.4;4.5;51002586;4.6;8.1;5.8;Dat
2572;;;6.75;5.5;N1;6.4;4.75;;7.4;5.75;51002580;5.7;9.5;7.9;Dat
2573;7.25;7;;;N1;3;;4;6;6.5;51002587;6.1;9.6;7.3;Dat
2574;6.75;8.75;;;N1;4.4;;4;6.6;6;51002592;6.5;7.2;6.9;Dat
2575;;;4.75;5.75;N1;3.2;4.5;;6.6;7.25;51002593;5;6.1;6.3;Dat
2576;5.5;6.75;;;N1;3.8;;3.5;4;5.25;51002582;5.3;8.5;6.4;Dat
2577;7.5;8;;;N1;4;;5;6.6;6.25;51002590;6.8;6.4;6.7;Dat
2578;6.25;6.25;;;N1;6.4;;4.25;7.2;6.5;51002589;5.6;7.9;7.5;Dat
2579;;;4.75;6.5;N1;4.8;5.25;;6.6;5.25;51002591;5.5;6;6.3;Dat
2580;5.75;5.75;;;N1;4.4;;4.25;6.2;6.42;51002594;5.3;9.1;7.2;Dat
2581;6;9.25;;;N1;4.8;;5.75;5.2;7;51002596;7;8.3;7.3;Dat
2582;6.25;7.75;;;N1;2.6;;4.75;6.4;6.25;51002601;6.3;6.4;6.3;Dat
2583;5;6.25;;;N1;3.2;;4;5;6.5;51002595;5.1;8.1;6.5;Dat
2584;;;5.5;5.5;N1;3.6;5.25;;5.8;8;51002598;5.4;9.3;7.4;Dat
2585;5.5;7.75;;;N1;4.2;;5.25;5.4;5.75;51002599;6.2;9.7;7.3;Dat
2586;6.25;8.25;;;N1;7.2;;4.25;7.2;8.25;51002597;6.3;6.5;7.6;Dat
2587;7;8.25;;;N1;6;;5;6;6.75;51002588;6.8;6;6.9;Dat
2588;6.75;6.75;;;N1;3.4;;4.25;4.8;6;51002600;5.9;9.4;6.9;Dat
2589;6.25;7.75;;;N1;4.6;;4.25;7.4;7.25;51002602;6.1;8.9;7.7;Dat
2590;7.75;9.75;;;N1;4.6;;5.5;5.2;6.25;51002603;7.7;7.6;7;Dat
2591;6.75;8.25;;;N1;4.8;;4.5;6.2;6.5;51002609;6.5;8.6;7.4;Dat
2592;5.75;7.5;;;N1;2.6;;5.75;7.2;6;51002607;6.3;8;6.9;Dat
2593;5.25;9.25;;;N1;4;;4.25;6.6;5.25;51002608;6.3;8.2;6.9;Dat
2594;;;6;4.75;N1;4.6;6.25;;7.4;5.5;51002610;5.7;6.7;6.7;Dat
2595;8.25;9.25;;;N1;2.2;;6.75;7;6;51002605;8.1;6.7;6.7;Dat
2596;6.5;6.5;;;N1;3.8;;2.75;4.4;6.25;51002604;5.3;8.9;6.7;Dat
2597;5.5;6;;;N1;3.8;;4.75;4.8;6.25;51002606;5.4;9.4;7;Dat
2598;6.25;8.5;;;N1;3.6;;5;4.6;8;51002611;6.6;6.2;6.5;Dat
2599;6.75;8.25;;;N1;3.8;;3.75;6.6;7.75;51002613;6.3;8.8;7.5;Dat
2600;7.25;8.5;;;N1;2.4;;4.75;6.4;7.25;51002616;6.8;7.9;7;Dat
2601;;;7.25;6.5;N1;6.4;7;;7.2;8;51002612;6.9;9.1;8.3;Dat
2602;;;6;6.25;N1;4.6;5.5;;7.2;7.25;51002614;5.9;7.6;7.2;Dat
2603;6;6.75;;;N1;5;;4;3.8;5.25;51002619;5.6;9.2;6.8;Dat
2604;6;7.5;;;N1;5;;5.5;4.8;4.75;51002617;6.3;8.9;6.9;Dat
2605;5.75;8.25;;;N1;3.4;;5;5.8;7.5;51002622;6.3;8.2;7.1;Dat
2606;5.25;7.75;;;N1;4;;5;3.4;7.25;51002615;6;6;6;Dat
2607;;;6.25;6.5;N1;5.6;6;;7.4;7.75;51002618;6.3;8.2;7.8;Dat
2608;6;9.5;;;N1;8.2;;3.5;4.4;5.75;51002620;6.3;9.1;7.6;Dat
2609;;;5.75;6.75;N1;2.6;5.5;;7.2;7.25;51002621;6;8.5;7.2;Dat
2610;;;3.25;4;N1;3.4;4.75;;5;6.75;51002623;4;9.6;6.8;Dat
2611;6.25;6.5;;;N1;3.4;;2.25;4.8;6;51002629;5;8.8;6.6;Dat
2612;;;5.25;5;N1;4.6;4.5;;5.2;5.25;51002627;4.9;9.7;7;Dat
2613;6.75;7.75;;;N1;2;;4.75;6.6;6.5;51002630;6.4;8.1;6.8;Dat
2614;5.75;6.25;;;N1;2.8;;4.75;3.2;4.75;51002626;5.6;8.5;6;Dat
2615;5;7.25;;;N1;5.2;;2.5;6.6;6;51002624;4.9;9.6;7.5;Dat
2616;5.5;7;;;N1;5.6;;3.75;4.4;6;51002625;5.4;9.5;7.2;Dat
2617;5.75;7.75;;;N1;4.2;;6.5;5;7;51002632;6.7;7.7;6.9;Dat
2618;;;3.25;7;N1;4.8;4.75;;6.2;6.25;51002628;5;8.5;7;Dat
2619;7.5;8.5;;;N1;4.8;;5.5;5.8;6.5;51002634;7.2;6.4;6.8;Dat
2620;6;8.5;;;N1;4.4;;5;5;6;51002637;6.5;7.9;6.8;Dat
2621;5.25;5.75;;;N1;3.6;;4.75;3.2;5;51002636;5.3;8;6;Dat
2622;;;5.75;5.75;N1;5.8;4.5;;6.6;7.5;51002638;5.3;7.6;7.3;Dat
2623;6;5.75;;;N1;4;;5.5;5;5.25;51002631;5.8;7.1;6.2;Dat
2624;7.75;8;;;N1;2.8;;3.25;5.2;5.5;51002633;6.3;9.9;7;Dat
2625;6;9;;;N1;6;;5.25;6.6;7;51002639;6.8;9.7;8.1;Dat
2626;6.75;8;;;N1;5;;3.75;6.2;6.25;51002640;6.2;7.6;7;Dat
2627;5.5;9.5;;;N1;2.6;;6.5;5;7.25;51002642;7.2;9.4;7.3;Dat
2628;6;7.75;;;N1;3.6;;4.25;5;6;51002635;6;7.2;6.4;Dat
2629;7;8.75;;;N1;1.6;;6.5;4.2;5.75;51002641;7.4;6.1;5.7;Dat
2630;7;8.75;;;N1;4;;5.25;6.4;7.25;51002644;7;7.8;7.3;Dat
2631;7.75;8.75;;;N1;3.6;;4.75;5.4;7.25;51002645;7.1;6.4;6.6;Dat
2632;8;8.75;;;N1;6.2;;6.75;4.6;6.25;51002643;7.8;7.8;7.3;Dat
2633;6.25;7.25;;;N1;2.6;;3.25;4;5.5;51002647;5.6;7.6;6;Dat
2634;;;3.75;5.25;N1;4.2;4.25;;5.8;6;51002646;4.4;8;6.6;Dat
2635;;;5;7;N1;8;5.75;;7.2;6.5;51002649;5.9;7.5;7.7;Dat
2636;9;8.75;;;N1;3.8;;6.75;6;6.75;51002648;8.2;7.3;7.1;Dat
2637;;;6.25;5.5;N1;3.8;4.25;;4.4;5.5;51002654;5.3;6.8;6;Dat
2638;;;5.5;6;N1;4;6.25;;6.6;6.25;51002655;5.9;7.6;6.9;Dat
2639;7.25;6.75;;;N1;2.8;;6.75;6.2;7.25;51002650;6.9;8;7.1;Dat
2640;;;3.25;5.25;N1;3.6;6;;6.8;5.25;51002651;4.8;7.6;6.5;Dat
2641;;;3.5;5.5;N1;4.4;6.75;;6;5.5;51002653;5.3;9.9;7.3;Dat
2642;;;5;6.25;N1;4.6;5.75;;6.8;7;51002656;5.7;8.5;7.4;Dat
2643;7;8.25;;;N1;4.6;;5.75;7.4;7;51002659;7;7.4;7.4;Dat
2644;;;6.25;8.25;N1;5.2;6.75;;6.8;6.25;51002652;7.1;6.7;7;Dat
2645;;;5.25;7.75;N1;4.2;4.75;;8;5.75;51002663;5.9;8.4;7.3;Dat
2646;6.75;6;;;N1;4;;4.75;6.6;7;51002657;5.8;6.4;6.6;Dat
2647;;;4.75;5.5;N1;2.8;3.5;;6;6;51002660;4.6;8;6.4;Dat
2648;7.5;8;;;N1;4.2;;5;6.2;7.25;51002661;6.8;6.4;6.8;Dat
2649;6.5;10;;;N1;5;;6.75;6.2;6.75;51002667;7.8;9.2;7.9;Dat
2650;6.75;8.25;;;N1;4.4;;3.25;4.6;5.75;51002664;6.1;6;6;Dat
2651;7.25;8.25;;;N1;2.6;;3.5;5;7.75;51002668;6.3;9.3;7.2;Dat
2652;6.5;8.25;;;N1;4.2;;5.75;5.8;7;51002662;6.8;9.5;7.6;Dat
2653;6;8.5;;;N1;4.2;;6;5;5.75;51002669;6.8;9.3;7.2;Dat
2654;;;4.75;5;N1;3;3.75;;4.8;6.75;51002666;4.5;7.6;6.2;Dat
2655;6;6.25;;;N1;5;;4.75;4.6;6;51002665;5.7;7.9;6.7;Dat
2656;6;7.75;;;N1;4.8;;4.5;6.2;4.75;51002670;6.1;8.5;7;Dat
2657;7;7.5;;;N1;3.8;;5.75;4.2;8.75;51002672;6.8;9.4;7.5;Dat
2658;6.5;7.5;;;N1;3.4;;7.25;5.6;6.5;51002673;7.1;8.2;7;Dat
2659;7.5;8;;;N1;2.6;;6;5.6;6;51002671;7.2;9.6;7.2;Dat
2660;;;6;7.5;N1;5.2;5.25;;6.8;6;51002674;6.3;9.4;7.7;Dat
2661;7.75;8.75;;;N1;4.6;;5.5;5.2;7.25;51002675;7.3;6.5;6.8;Dat
2662;;;3.25;6;N1;4.6;5.5;;5.8;5.25;51002680;4.9;6.4;6.1;Dat
2663;6.25;7.75;;;N1;3.6;;5;4.4;4.17;51002676;6.3;9.6;6.7;Dat
2664;6.5;8;;;N1;4.4;;4.75;4.4;6.25;51002678;6.4;8.7;7;Dat
2665;5.75;5.75;;;N1;3.8;;3;5.8;6.5;51002683;4.8;9.2;7;Dat
2666;6.25;6.25;;;N1;2.8;;4.25;4;6.5;51002682;5.6;8.6;6.5;Dat
2667;8.25;7.75;;;N1;5;;5;6.8;6.58;51002677;7;9.2;7.8;Dat
2668;6.25;7.5;;;N1;4;;3.75;4.8;4;51002679;5.8;7.5;6.1;Dat
2669;;;5.75;6.25;N1;6.4;4.5;;7.2;7.75;51002686;5.5;8.3;7.8;Dat
2670;5.5;5.75;;;N1;3.4;;4.5;5;6;51002685;5.3;9.3;6.8;Dat
2671;7.75;9;;;N1;3.8;;6.25;6.2;7.25;51002687;7.7;8.1;7.4;Dat
2672;6.5;8;;;N1;5.6;;4.75;3.6;6.75;51002681;6.4;7.3;6.7;Dat
2673;7.25;7.75;;;N1;2.4;;5;6.2;6.25;51002684;6.7;9;7.1;Dat
2674;5.75;8;;;N1;3.8;;3.25;5.2;6;51002689;5.7;9.9;7.2;Dat
2675;5.5;6.25;;;N1;2.4;;2;5.4;5.75;51002688;4.6;6.7;5.8;Dat
2676;5.5;8;;;N1;4.6;;6;5.6;7;51002690;6.5;9.2;7.5;Dat
2677;6.5;8.5;;;N1;3.6;;3.75;5;6;51002691;6.3;7.5;6.5;Dat
2678;6.5;7.5;;;N1;3.2;;2.75;4.8;7.5;51002697;5.6;8.7;6.9;Dat
2679;6.25;7.75;;;N1;3.8;;4;5.4;6.75;51002696;6;6.1;6.3;Dat
2680;5.75;7.5;;;N1;3.8;;4.25;6.8;7;51002694;5.8;6.6;6.7;Dat
2681;6.25;7.75;;;N1;5.4;;5.5;6.2;6.5;51002692;6.5;8.9;7.6;Dat
2682;8;7.75;;;N1;3.6;;5.75;5.6;7.25;51002698;7.2;7.3;6.9;Dat
2683;8.5;8.75;;;N1;4.6;;6.25;7;7.5;51002701;7.8;6.4;7.2;Dat
2684;5.25;8;;;N1;3;;5;4.6;5.5;51002702;6.1;9.3;6.8;Dat
2685;8;9.25;;;N1;4.6;;6.5;6;6.5;51002695;7.9;8.8;7.6;Dat
2686;6.5;6;;;N1;3.4;;4.75;6.2;7;51002699;5.8;9.3;7.3;Dat
2687;6.5;6;;;N1;3.2;;4.25;6.6;6;51002693;5.6;9.9;7.3;Dat
2688;7.25;8.5;;;N1;5;;5.5;4.6;6.75;51002703;7.1;7.2;6.9;Dat
2689;7.75;9.5;;;N1;3;;7.75;6.2;7.5;51002706;8.3;6.5;6.9;Dat
2690;;;6;5.5;N1;4.8;4;;6.2;6.5;51002704;5.2;7.3;6.8;Dat
2691;9;8.75;;;N1;5.6;;7.75;6.2;6.75;51002707;8.5;8.9;8;Dat
2692;7;8.25;;;N1;3;;3;5.8;7;51002705;6.1;7.8;6.8;Dat
2693;6.5;7.25;;;N1;3.6;;3.25;5.2;5.25;51002700;5.7;6.2;5.9;Dat
2694;8.25;8.75;;;N1;3.6;;7.75;7.2;7;51002710;8.3;6.5;7.1;Dat
2695;7.5;7.5;;;N1;5.6;;6;7;7;51002712;7;6.5;7.2;Dat
2696;;;6.5;5;N1;3.6;5.25;;6.6;6.25;51002713;5.6;8.9;7.1;Dat
2697;7.5;7.75;;;N1;3.6;;5.5;6;6.5;51002708;6.9;8.1;7.1;Dat
2698;;;4.25;5.25;N1;3.8;5;;6;5.5;51002715;4.8;6.6;6.1;Dat
2699;8.25;7.75;;;N1;2.2;;4.75;3.6;5.25;51002709;6.9;8.1;6.2;Dat
2700;7.25;8.75;;;N1;3;;7.25;4.6;5.5;51002716;7.8;6.8;6.3;Dat
2701;6.75;6.75;;;N1;2.2;;4;5.2;5.25;51002711;5.8;9.2;6.6;Dat
2702;;;3.75;3.75;N1;5.4;4.25;;4.8;5.75;51002718;3.9;6.7;6.1;Dat
2703;7;8.75;;;N1;4.2;;5.25;6.2;6.75;51002714;7;9;7.5;Dat
2704;5.25;8;;;N1;4.4;;5;5.6;5.25;51002721;6.1;7;6.4;Dat
2705;6.75;6.25;;;N1;5;;4;3.2;5.25;51002717;5.7;8.8;6.6;Dat
2706;;;4.25;5.5;N1;3.8;3;;6.2;5.5;51002723;4.3;7.2;6.2;Dat
2707;;;5.25;6.75;N1;3.4;3.5;;6.6;6.25;51002725;5.2;7.6;6.6;Dat
2708;;;7.5;5.5;N1;2.8;5.25;;7.2;5;51002720;6.1;6.2;6.2;Dat
2709;6.75;8.75;;;N1;3.4;;5.25;4.6;6;51002719;6.9;8;6.7;Dat
2710;;;4.5;6.75;N1;5.6;4.5;;6.8;6;51002726;5.3;8.4;7.3;Dat
2711;5;6;;;N1;3.8;;3.25;4.2;5.75;51002722;4.8;8.5;6.4;Dat
2712;6.5;9;;;N1;3.6;;5.5;4.6;6.75;51002724;7;6.3;6.3;Dat
2713;6.25;7.25;;;N1;4.8;;3.5;5;6;51002730;5.7;6.8;6.4;Dat
2714;8;8;;;N1;3.8;;4.75;6.6;6.5;51002727;6.9;7.9;7.1;Dat
2715;7.75;9;;;N1;6;;5.75;7;6.75;51002732;7.5;8.4;7.9;Dat
2716;7.75;9.5;;;N1;4.8;;6.25;6.6;6.5;51002728;7.8;6.5;7;Dat
2717;;;4.25;7.25;N1;6.2;5.25;;7.4;6;51002731;5.6;8.5;7.6;Dat
2718;6.75;7.75;;;N1;4.2;;3.25;6;6.5;51002733;5.9;6.1;6.4;Dat
2719;6.25;7.25;;;N1;4.2;;3.5;6;5;51002734;5.7;7.8;6.6;Dat
2720;6.5;7.75;;;N1;2.2;;4.5;5.4;5;51002736;6.3;7.7;6.2;Dat
2721;6.75;6.5;;;N1;4.2;;3.75;6.8;5.5;51002729;5.7;7.2;6.6;Dat
2722;5.75;8.25;;;N1;5.2;;5.25;5;6.75;51002739;6.4;9.4;7.5;Dat
2723;6.25;6.5;;;N1;4.6;;4.25;6.2;5.75;51002738;5.7;9.4;7.3;Dat
2724;;;4;8;N1;5.2;5;;7.2;6.25;51002735;5.7;7.5;7.1;Dat
2725;6.25;8.75;;;N1;6.8;;5.75;5.6;5.5;51002740;6.9;7.5;7.2;Dat
2726;;;5;6.25;N1;4.8;4;;6.6;6.75;51002742;5.1;10;7.7;Dat
2727;;;5.5;4.75;N1;4.6;6;;7.2;7;51002741;5.4;6.7;6.8;Dat
2728;8;8.5;;;N1;3.2;;4.75;5.6;5.5;51002745;7.1;8.3;6.8;Dat
2729;8;8.25;;;N1;3.8;;6.5;5;8;51002743;7.6;6.7;6.9;Dat
2730;5.25;8;;;N1;5;;4;5.8;5.5;51002737;5.8;8.5;7;Dat
2731;4.25;6.5;;;N1;3.4;;2;4.8;5.5;51002748;4.3;9.5;6.6;Dat
2732;6.5;8.75;;;N1;3.6;;5.5;4.4;7;51002746;6.9;9.4;7.3;Dat
2733;7;8.25;;;N1;4.8;;6.75;5.6;5.5;51002747;7.3;6;6.5;Dat
2734;6.25;5.75;;;N1;3;;6.25;6.4;5;51002751;6.1;6.2;6;Dat
2735;6.5;8;;;N1;5;;5.5;5.4;6;51002752;6.7;8.6;7.2;Dat
2736;5.75;6.5;;;N1;3.2;;4.5;5.4;7;51002754;5.6;8.7;6.9;Dat
2737;6.5;7.5;;;N1;3.4;;5.5;5.8;7.25;51002753;6.5;6.1;6.4;Dat
2738;5.25;7.75;;;N1;5;;4.75;6.2;6.75;51002744;5.9;10;7.8;Dat
2739;7.25;8.75;;;N1;5;;6;7;6.5;51002749;7.3;7.2;7.3;Dat
2740;7;9;;;N1;4.2;;5.75;6.8;7.25;51002750;7.3;10;8.1;Dat
2741;;;6;6.25;N1;4.8;5.75;;6;7.25;51002756;6;6.7;6.8;Dat
2742;8;9.25;;;N1;4.6;;7.25;7;8;51002755;8.2;6.4;7.4;Dat
2743;5;8.25;;;N1;4.8;;3.25;4;6.5;51002759;5.5;8.9;6.9;Dat
2744;7.5;8.5;;;N1;5.4;;5.75;5.6;5.75;51002757;7.3;8.1;7.2;Dat
2745;;;3.5;5.75;N1;4;3.25;;5.6;4.75;51002758;4.2;6.8;5.9;Dat
2746;5.5;5.75;;;N1;5;;2.75;3.8;4.75;51002761;4.7;8.3;6.3;Dat
2747;5.5;7.75;;;N1;4.4;;5.5;4.8;5.75;51002760;6.3;8.5;6.9;Dat
2748;;;4;6.75;N1;5.4;4.75;;6.8;5.25;51002762;5.2;8.1;7;Dat
